-2.500331507997883226e-06 -1.539999619126319885e-03
-2.498331508054447089e-06 -1.380000263452529907e-03
-2.496331508111010951e-06 -1.299999654293060303e-03
-2.494331508167574814e-06 -1.240000128746032715e-03
-2.492331508224138677e-06 -1.240000128746032715e-03
-2.490331508280702540e-06 -1.339999958872795105e-03
-2.488331508337266403e-06 -1.339999958872795105e-03
-2.486331508393830266e-06 -1.599999144673347473e-03
-2.484331508450394129e-06 -1.919999718666076660e-03
-2.482331508506957992e-06 -2.100000157952308655e-03
-2.480331508563521855e-06 -2.439999952912330627e-03
-2.478331508620085718e-06 -2.559999004006385803e-03
-2.476331508676649581e-06 -2.459999173879623413e-03
-2.474331508733213444e-06 -2.459999173879623413e-03
-2.472331508789777307e-06 -2.259999513626098633e-03
-2.470331508846341169e-06 -2.119999378919601440e-03
-2.468331508902905032e-06 -2.100000157952308655e-03
-2.466331508959468895e-06 -2.059999853372573853e-03
-2.464331509016032758e-06 -2.179998904466629028e-03
-2.462331509072596621e-06 -2.219999209046363831e-03
-2.460331509129160484e-06 -2.299999818205833435e-03
-2.458331509185724347e-06 -2.279998734593391418e-03
-2.456331509242288210e-06 -2.340000122785568237e-03
-2.454331509298852073e-06 -2.340000122785568237e-03
-2.452331509355415936e-06 -2.480000257492065430e-03
-2.450331509411979799e-06 -2.480000257492065430e-03
-2.448331509468543662e-06 -2.499999478459358215e-03
-2.446331509525107525e-06 -2.299999818205833435e-03
-2.444331509581671388e-06 -2.199999988079071045e-03
-2.442331509638235250e-06 -1.679999753832817078e-03
-2.440331509694799113e-06 -1.480000093579292297e-03
-2.438331509751362976e-06 -1.059999689459800720e-03
-2.436331509807926839e-06 -7.999986410140991211e-04
-2.434331509864490702e-06 -6.200000643730163574e-04
-2.432331509921054565e-06 -2.999994903802871704e-04
-2.430331509977618428e-06 -1.999996602535247803e-04
-2.428331510034182291e-06 -1.199990510940551758e-04
-2.426331510090746154e-06 -1.999922096729278564e-05
-2.424331510147310017e-06 -4.000030457973480225e-05
-2.422331510203873880e-06 -2.199988812208175659e-04
-2.420331510260437743e-06 -2.599991858005523682e-04
-2.418331510317001606e-06 -3.199987113475799561e-04
-2.416331510373565469e-06 -4.599988460540771484e-04
-2.414331510430129331e-06 -5.399994552135467529e-04
-2.412331510486693194e-06 -6.200000643730163574e-04
-2.410331510543257057e-06 -7.600001990795135498e-04
-2.408331510599820920e-06 -9.399987757205963135e-04
-2.406331510656384783e-06 -9.000003337860107422e-04
-2.404331510712948646e-06 -1.059999689459800720e-03
-2.402331510769512509e-06 -1.199999824166297913e-03
-2.400331510826076372e-06 -1.380000263452529907e-03
-2.398331510882640235e-06 -1.399999484419822693e-03
-2.396331510939204098e-06 -1.459999009966850281e-03
-2.394331510995767961e-06 -1.380000263452529907e-03
-2.392331511052331824e-06 -1.419998705387115479e-03
-2.390331511108895687e-06 -1.380000263452529907e-03
-2.388331511165459549e-06 -1.339999958872795105e-03
