# one_x_offsets	two_x_offsets	one_amplitudes	two_amplitudes
1.775594434405240094e-08 1.590608041686757864e-07 1.191377386661807813e+00 7.546301356822124884e-01
-6.518423517758211377e-10 -6.342263502826722917e-10 1.041200383353789505e+00 7.938998242083951107e-01
1.237576708065904455e-08 1.603858438345703171e-07 8.575925508101989170e-01 8.853744501027510649e-01
-1.167961472400990887e-08 9.177143768977350379e-08 1.299999925333880757e+00 7.202835586572279292e-01
-1.708119429902962776e-08 -1.641803769883647016e-08 9.120104086123722587e-01 1.015333737959693838e+00
-1.958665483480431689e-08 -2.122479352754073877e-08 7.967603444873978535e-01 1.289923782408396002e+00
2.791728635140264312e-07 1.175347872284912386e-08 7.000014430867216308e-01 1.158969180184289183e+00
-7.289036926523962550e-09 -5.237342223201931360e-09 1.071665783876210920e+00 7.457999418176557427e-01
5.423277036356596096e-09 5.230060921794543931e-09 1.161879799078470610e+00 7.375336257995498412e-01
-4.023459722925012549e-08 1.155703809029049384e-08 7.048687399996849123e-01 1.261411847643383322e+00
1.653891176445731739e-07 -4.088688514456442222e-10 1.148890951406656313e+00 8.305075535196960734e-01
1.868089883037140906e-07 -6.345159629111044549e-09 1.005868267755433143e+00 9.733382779757425718e-01
-1.265003176429328574e-08 -1.391698354664984113e-08 1.202718282909958747e+00 7.215983027297344643e-01
1.933410256526710685e-07 -1.753472387989238538e-09 9.913509840704008980e-01 7.513977738620531976e-01
2.145618138844673312e-06 2.490117515402663368e-08 7.008201900479124058e-01 1.255357235937379690e+00
1.901396443649044006e-07 2.012306943289490159e-08 1.009591566731549594e+00 7.419520112482534957e-01
9.357103914911768414e-10 -1.788148651889371361e-09 7.608427382534576067e-01 1.298324140496992518e+00
1.995906931200885677e-08 2.276382031043437506e-07 8.679568534632082777e-01 8.075229605522137311e-01
-5.817892306091523431e-09 1.725037644286331994e-07 1.017614261623864591e+00 9.019041658440650755e-01
-2.589252723486214364e-09 -2.400271761358358373e-09 7.631898441296908198e-01 9.898623714190772915e-01
4.303758486627028083e-09 2.825545941372535555e-09 7.756915588907827841e-01 1.076496489736988416e+00
-1.852788596583716502e-08 -1.874511328867980318e-08 7.983455023917706006e-01 1.058221708728303678e+00
1.817695365489402189e-07 1.828993687282290725e-07 7.120269719675090814e-01 1.178976769351784082e+00
1.608831658056276095e-07 1.630915679173391765e-07 1.214461605534905342e+00 1.038767451706396283e+00
7.152701659455403262e-08 1.931640105215750212e-07 7.000073331658511755e-01 1.125122181941902388e+00
4.876270581527072867e-09 7.697927207812852042e-09 7.000095821495204707e-01 1.072213530168435458e+00
1.075686628676259594e-08 1.924432444401676423e-07 9.454719287999279187e-01 7.271869901148658721e-01
2.176380206462308429e-07 -3.370615196032016555e-08 1.153877933562372782e+00 8.610312953385281798e-01
-2.029452345664829067e-08 1.826736804944696599e-07 7.000000396392611623e-01 1.168504380701667733e+00
2.062031705740128059e-07 2.412679237896670111e-08 8.753093609479126735e-01 8.079650890652393391e-01
1.740483957223261142e-07 6.198483183427560162e-09 1.121737163899162448e+00 8.264336599127835026e-01
-2.806313816620418837e-09 5.803669823079600558e-09 7.005784883387566886e-01 1.190459896173990506e+00
2.144192212557270191e-07 -9.410609297438875341e-09 7.705644055388640723e-01 1.165376311341059123e+00
1.419590738463011713e-07 1.979262623258372106e-09 7.537833206726413104e-01 1.145852485525380660e+00
-1.379878488844544417e-08 1.535793138271181957e-07 8.662006010064237094e-01 1.014779282301417673e+00
2.632362220130546042e-07 4.903185663032683929e-08 7.884751039563621111e-01 1.057338152680047827e+00
4.513952205443457636e-09 -1.462272823818396637e-08 8.044195756036333078e-01 1.221629296183717184e+00
2.119877998770565186e-06 5.843164478815954744e-08 7.006141722886709555e-01 1.270706788451175573e+00
1.819668654002930181e-07 1.064770285112453966e-08 9.878216549649638800e-01 8.544889542443430130e-01
3.078253902402960710e-09 -5.747005236995875521e-10 8.715711605961253827e-01 1.013345168100428628e+00
-3.184485702285546588e-08 -2.861233087301521740e-09 1.299863739294479403e+00 8.422643899030429759e-01
2.076056377313612476e-08 2.510340570069348620e-06 1.299593890548782049e+00 7.000886300830482245e-01
-1.452776336026653493e-08 -1.417445510676614175e-08 7.008420406224736832e-01 1.149943253441468194e+00
1.681148869168211336e-07 1.689331132999045163e-07 1.053021169522932787e+00 7.406692885998730214e-01
2.102793652056039605e-07 8.347517445960279753e-08 9.036163809443287231e-01 7.000000010341380641e-01
-3.122859347993739834e-08 5.214762073632722613e-08 1.203959707056488249e+00 7.000000427003592041e-01
1.845046693195259083e-07 1.818212208774828301e-07 7.082005227272776260e-01 1.252193952979609559e+00
2.031602331764424146e-07 1.812500482006445562e-07 7.008793833852272614e-01 1.165357213874444797e+00
-8.847499980709408927e-09 -1.490871371170986761e-08 1.127993170946735013e+00 7.402775744897150956e-01
-6.337816304877889447e-09 -6.498972387729737092e-09 7.280328234686117561e-01 1.176999753753843692e+00
-3.076317992146784328e-08 1.870579280211594754e-07 9.639513812668129011e-01 8.531564095665403746e-01
1.638540896555196503e-09 2.080476928191599838e-07 1.043891231507818151e+00 8.829782195808940637e-01
1.390879301731013326e-08 1.664124152849276871e-07 1.058924361446129669e+00 1.055699309542610820e+00
-1.417095013531743639e-08 -7.510677685852035205e-09 7.643760412213375099e-01 1.146517856265368618e+00
-9.526417649619535326e-09 -9.169041696094262562e-09 7.076518705976586610e-01 1.203893057760978547e+00
-1.732831869184456700e-08 -1.593834480739140892e-08 1.299775491563260665e+00 7.575978502612980003e-01
1.972679100807584582e-07 -7.193428460308608896e-09 9.161150211549041744e-01 7.569624317307964700e-01
-9.136148768798342971e-09 -1.267574352170297243e-08 1.107583675281367253e+00 7.353300123998566251e-01
2.350917794879679690e-07 3.675327487256363659e-09 8.913199751134635029e-01 9.774116003049441170e-01
1.651927231925935506e-08 1.709094884902519582e-07 1.204065956322367015e+00 7.184503530879583488e-01
1.478700820421135976e-07 1.881916806994286145e-07 8.440311869475649598e-01 9.166557158680910256e-01
-1.279734186626183912e-08 -1.247955139573084395e-08 7.752969363384275558e-01 9.505889612272380162e-01
-2.120490185748588158e-08 -1.896829299380294378e-08 1.147969414889360440e+00 8.101140956007524263e-01
-7.481393803352962471e-09 -7.839678639735595545e-09 9.518905663065941880e-01 8.596800750497771704e-01
1.633674375645016203e-07 5.699914271555139270e-11 9.535056490290835240e-01 8.263484786410808525e-01
1.817175839029398680e-09 1.747457487633372058e-07 7.402523328877484987e-01 1.162663494121772167e+00
1.806294247967005540e-07 1.806879915536736774e-07 7.048568997826691884e-01 1.221667526942579851e+00
-1.825231789825396674e-09 1.558866945299969854e-07 9.827672835644163385e-01 9.515472031776727180e-01
-2.084155512567751369e-08 -2.085846377668689002e-08 9.082691133706608522e-01 1.040810421077829284e+00
-1.717935397276845805e-08 -1.605595611937129861e-08 1.291396501299887589e+00 7.026290940811180663e-01
1.661708794203630467e-07 5.968634303463514848e-09 9.463756566482622867e-01 8.799782115629364299e-01
1.734766996868091269e-07 1.630059012042154437e-07 1.299999905216082663e+00 7.927179310699588033e-01
1.514360450257077921e-08 1.995528558282580024e-07 1.185702902196335007e+00 7.638778342282263045e-01
1.874924191553287499e-07 1.881336294418141190e-07 9.238328762989969078e-01 8.500122256864982573e-01
-1.406113591360394598e-08 -1.342591060231466332e-08 7.941339293216446160e-01 1.291180628253512319e+00
-1.225660718656805909e-09 2.227440596772364926e-08 1.175245322094850664e+00 7.260936140459280930e-01
2.847009798555111707e-07 1.383056710552776601e-08 9.459592542999599729e-01 1.132255359429279240e+00
6.913475959113961960e-09 7.582985235363646446e-09 8.532051723496397733e-01 1.079466251391490994e+00
1.874119619440453265e-07 2.844699403811104768e-08 9.992503673133201758e-01 8.570601738145657844e-01
-3.553583391296382572e-08 1.941611313138291276e-08 7.000003492435878938e-01 1.148088739268529945e+00
-1.879115577894696071e-09 1.804683508464465068e-07 7.833388823167688475e-01 1.072144172131758166e+00
1.715585027068384872e-07 5.550734847463158467e-10 8.395652968925807480e-01 1.117169811160689807e+00
6.846265145065984321e-08 2.103220524920142536e-07 9.124097921660481170e-01 8.470306287457146643e-01
4.362490685516946471e-09 4.224847937698238703e-09 1.134720875756547898e+00 7.182175212846119150e-01
-1.448763749553269763e-08 5.509863676400769000e-08 1.127474472316038590e+00 7.000038205119243351e-01
-9.289504993834013907e-09 2.510631587508081982e-08 1.243603678745466956e+00 7.077849236889370843e-01
2.399340859242762113e-08 1.915261085831695699e-07 7.000000000143945522e-01 1.131319049396416698e+00
1.973636072467733739e-06 -1.158240853690511328e-08 7.751321134108608568e-01 1.275840149640656840e+00
2.231498969016539492e-07 5.627589377892407628e-08 9.091125691333958869e-01 8.222820120780747200e-01
1.884918764320327992e-07 1.609293611802487275e-07 7.096876875054891620e-01 1.291378468127035717e+00
1.954943363689865962e-06 -2.425919604342252066e-08 7.095085131681366786e-01 1.299900281772508492e+00
1.800040657124410167e-09 1.841542513348978483e-09 9.666421779564212668e-01 7.010484310289279986e-01
2.425874315552883325e-07 5.046929412116886504e-08 8.038779216417496487e-01 1.129760999245125852e+00
1.913782131392733261e-07 1.921742097237068837e-07 1.119223383250062209e+00 7.111346712714149421e-01
-5.200163335551863088e-09 2.346043379197605915e-09 1.202298667761054762e+00 7.915541663920901971e-01
-1.637858193422700049e-09 -2.066739478862407454e-09 9.313451006066955085e-01 9.531157900840365738e-01
1.767796013505311723e-07 3.284872853915265771e-07 1.091281173950778616e+00 7.000043863640087460e-01
-1.742165664434708674e-08 1.653340436150626321e-08 7.547748489453466325e-01 1.086808045376490561e+00
-4.220845810334945806e-09 -8.448227981562829132e-10 7.182865794865875841e-01 1.184640419396001398e+00
1.867763699874808761e-07 1.859882876789346198e-07 7.457473128634343196e-01 1.065003474137786288e+00
4.035224027085404308e-09 1.707358648217141107e-07 7.616386266435277719e-01 9.771601132969323089e-01
1.600758361771314745e-07 4.350472635752440319e-09 9.429234704145232904e-01 1.099087221088249411e+00
-2.163339963751060679e-08 -2.136671148751513243e-08 1.293793667068972919e+00 7.715731208700057353e-01
-2.427469381626717741e-08 -1.225921292098493107e-09 9.925247632103404438e-01 1.132170719694209682e+00
-1.291600251222687968e-09 -7.030486247180852906e-09 1.159826153530740811e+00 7.310219063693088604e-01
1.587253034559092114e-07 2.335108619125355287e-06 7.006650944026331373e-01 7.088698553116821177e-01
-6.631685391552183965e-09 -6.815869486387250997e-09 7.003744753876290918e-01 1.112904375816768265e+00
1.776235072113928360e-07 1.773810200022632043e-07 7.899614169030005906e-01 1.001990508886631215e+00
6.186738514259759534e-07 4.231386161066869080e-08 7.066654336451966278e-01 1.286145473633022451e+00
-3.301911733796426691e-08 -3.313092178962307768e-08 7.019895614506768133e-01 1.255612922083561234e+00
-1.321493256162840452e-08 6.077724987303502455e-08 1.168658542624386065e+00 7.000009911069819957e-01
2.324694855472286965e-06 6.967586084666367040e-08 8.112872090668767910e-01 1.211910629568179854e+00
1.992709074976752851e-07 9.987427212686486808e-08 9.989425522943808922e-01 7.000118427160129109e-01
3.935280421556699868e-08 -7.350196007876237685e-09 7.421582387742590159e-01 1.080965601773393292e+00
3.972240073320296390e-09 3.591563428537885610e-09 1.170590192065954493e+00 7.194665139972871160e-01
1.822680900823328633e-08 1.930512640944672593e-07 9.467396199486493025e-01 1.092549672728645227e+00
-1.211581015223729092e-08 -8.772503475134188882e-09 8.895361345871659609e-01 8.599997722622224616e-01
3.080532887234506664e-08 2.238842547660261736e-07 9.081288332731650703e-01 8.626374250469539540e-01
1.929614059703531999e-06 4.814002311555239712e-08 7.411286263128092910e-01 7.038766156843717647e-01
-2.671652935172995640e-09 -4.141541375087651960e-09 7.027036495607578148e-01 1.064405999659738811e+00
2.183263928408581150e-07 -2.351380009422664374e-09 7.000027484708395420e-01 1.037480305064696129e+00
-6.150261266104500324e-09 1.885892950255646788e-07 1.024074030240371691e+00 1.080824831170973610e+00
1.813403909823834850e-07 5.167327846396238106e-08 1.044968771288477427e+00 7.938862674011587517e-01
3.151704910249466855e-08 2.104953426508351587e-07 1.094440780798747515e+00 7.000098847897137100e-01
-6.070699128648322966e-09 -1.172552398778217745e-08 7.505409339155375559e-01 1.299847087624915742e+00
1.491588497531615803e-07 -3.360275160156128117e-09 7.000000376581499983e-01 1.144566286391948351e+00
1.626020256291079405e-07 -6.142514393753906126e-09 7.000000031757245278e-01 1.131065118501186184e+00
-6.104607452942730069e-10 1.613271960054542591e-08 1.148137190141393260e+00 7.003368247567337557e-01
4.672504075727732204e-09 -2.040462401778047788e-08 7.000012070464566305e-01 1.201807957602389898e+00
-4.200405594158536022e-08 5.961187284450995731e-08 1.104597137100241433e+00 7.000000090935580843e-01
-1.996743950588686131e-09 -1.716596353071890013e-09 1.109461270516952203e+00 7.067152076957178286e-01
8.263009668317501611e-08 -1.397961732828708933e-08 9.360022038483261086e-01 1.299979572866846622e+00
-1.320707695609810215e-08 -1.249450561894400100e-08 7.324046781395370243e-01 1.122688982696268045e+00
-2.051763477014253020e-08 7.243558076141796652e-08 1.098927178496209800e+00 7.000106677520341325e-01
1.863706981059508628e-07 1.870058625324924532e-07 7.015025227614433145e-01 1.207113774954715391e+00
6.854282623490325115e-08 3.076391520532781771e-09 7.000080597885782741e-01 1.183801957943566130e+00
1.609525093289826644e-07 4.547084512701998301e-10 7.781692838228015940e-01 1.162345427924021068e+00
2.169609935629924731e-07 1.456753203162094415e-08 8.390605818639346181e-01 1.299999979239094383e+00
-9.853714420837005581e-09 -1.233227289661117022e-08 1.136088205261606365e+00 9.244772534313829837e-01
1.958043789702664595e-08 1.862385390267303477e-07 1.088769417829180242e+00 7.047016764293297930e-01
7.773478792474395441e-08 2.088807769345877892e-07 7.000000042267401357e-01 1.025346096248055838e+00
6.321520599916374696e-08 1.114233505461979367e-07 8.167610415700469195e-01 8.677408923813170194e-01
-1.799713541022692602e-08 -1.799609579269838598e-08 7.000000170288624979e-01 1.113431401170315693e+00
3.423047037284725428e-08 1.964370058722647011e-07 7.000000804950804456e-01 1.161566128109929430e+00
1.040896474445402062e-08 1.134137643497437551e-08 1.278175215260497488e+00 7.001560324144902037e-01
1.528317849378664434e-07 1.289218175976207765e-08 7.172872946413209050e-01 1.197814554603425341e+00
3.763124041714843858e-08 -3.894144849660158151e-08 7.000002055423534264e-01 1.039974633920668134e+00
-3.756740446551978819e-09 -8.383984797829573316e-09 7.847503634525325733e-01 7.852289406368017088e-01
2.677078268138888672e-09 1.632930416282093092e-09 1.116021451855894409e+00 7.003502474566742908e-01
-8.982769834241574412e-09 -8.051470230004125255e-09 1.059592967683484321e+00 7.005908396969690033e-01
-3.867922631466927670e-08 6.961370327882175127e-08 1.110436833884931751e+00 7.000000071045857641e-01
2.404742392004346106e-08 1.701419573256002511e-07 7.702600397051521108e-01 1.100384264204942397e+00
1.800196612592666814e-07 1.809560826676873813e-07 9.559272252324977348e-01 8.374502683013027582e-01
1.553945297215016668e-07 4.908119121537222124e-10 1.244559452536866395e+00 7.984556649226833835e-01
1.531823688751770856e-07 2.432502102683925324e-07 1.155665794335518193e+00 7.000048895142528815e-01
1.103313613858582554e-08 -5.311076820137259586e-10 9.472539305948246557e-01 1.127954544382190560e+00
1.775023285011041611e-09 -7.000176275816126964e-10 8.475018706536154856e-01 1.033930135372494785e+00
-4.556507302470773583e-09 -1.665640513576201069e-09 1.087984547626671850e+00 7.001584865189833806e-01
-1.980788230910951588e-09 -1.980693927312393041e-09 1.241356383987762824e+00 7.000000001190006538e-01
1.825190293934696680e-07 1.884683405098029852e-07 9.799146855031291015e-01 9.524121474614345439e-01
1.552776768730908423e-07 2.335537059201149864e-08 1.119539042823561870e+00 9.586897324212970695e-01
2.145172977806425642e-07 3.100736637516686538e-08 1.130971438120704331e+00 8.415893992703848969e-01
1.945652104202113672e-07 1.943225493036427208e-07 1.296218750810250508e+00 7.944158126967095779e-01
-1.893454191621560043e-08 1.709155298536156692e-07 7.979687469702895219e-01 1.091846804029009466e+00
2.226778779690271133e-07 -5.001462631236998298e-09 8.227754511838023532e-01 8.762960051017552043e-01
1.796461085608441129e-07 6.222186678406582643e-09 8.468900919060357024e-01 1.125350139780878500e+00
1.639334418380808434e-09 2.317926561711342448e-09 1.099681566286156986e+00 7.225834797001708942e-01
1.667353162611355182e-07 4.930530251682824437e-08 7.178668970606585376e-01 1.039388243421394797e+00
1.778887239623747869e-07 1.864383198616133331e-07 8.465350190293068344e-01 1.293322778264532680e+00
-1.495713309175304298e-08 -1.293701232815639848e-08 1.202038270138288123e+00 1.005726647694082709e+00
1.823644936429924703e-07 1.857570370747254473e-07 1.089451451010981620e+00 8.857855739911153492e-01
2.083898433923518036e-08 4.628334977320741541e-08 1.226258800391698767e+00 7.734564209925380851e-01
2.424278025748969332e-07 8.695608408076460629e-09 7.424735994429980668e-01 1.283664642571470393e+00
1.183386287938680498e-07 -1.900986319651146724e-10 7.000015149778270329e-01 1.016967670647079824e+00
2.003098129160844541e-07 1.914888970090234604e-08 1.053684797842094900e+00 9.036058655594065847e-01
1.595568756338029449e-08 2.199514446105326179e-07 8.972471985836847352e-01 9.029066421061381353e-01
-8.761077491443428401e-09 -1.249173698073682551e-08 1.154189072770835933e+00 7.064690786636433906e-01
1.776422284101804726e-07 1.551870448423571659e-07 1.195219068445941168e+00 7.268318650811839143e-01
-3.129262358982615383e-10 3.177905959883772887e-09 7.635595005951754111e-01 1.178540167474523503e+00
1.830507328450789975e-07 1.866748765302674760e-07 1.215776585158801382e+00 7.600222953520365810e-01
3.010790489451180980e-09 3.637528369150536308e-09 1.142181504761709210e+00 7.557900451628341010e-01
2.010357017200665747e-07 4.832971242316673422e-09 9.170254874263448208e-01 9.438550956319415874e-01
3.116774691641144727e-08 -3.262704434190654891e-08 1.214293714609984143e+00 7.000038317746933858e-01
-5.535624432559851320e-08 3.191776815741355136e-09 7.005999362841393019e-01 1.286783254545130539e+00
2.089137453633953607e-06 1.110595906791477860e-07 7.006964211571194978e-01 1.217797452960270199e+00
1.694913240889306537e-07 1.711537503360858568e-07 7.137665195332540957e-01 1.213794676042652787e+00
-1.327838113140013727e-08 -1.263358799134440046e-08 7.964370979938129036e-01 1.015530623158027668e+00
-1.155374805217303856e-08 -6.775309483177505967e-09 1.191255443232626998e+00 7.011434474142107520e-01
1.119618109060063383e-08 1.733822726050805975e-07 1.033586658117972457e+00 8.344763685532330388e-01
4.993659548075778133e-08 2.630865633017922622e-07 9.958694415514831588e-01 7.000003245527522955e-01
-3.853345603733944549e-09 -3.347651844095206234e-09 7.002030110525887530e-01 9.217860764367503679e-01
1.827375090168928782e-07 1.823107740958083710e-07 7.065682137460653767e-01 1.260535128211313527e+00
4.724060365162298413e-08 -1.367722734917225971e-08 7.000057829790276021e-01 1.176151794368891279e+00
-5.647941382581367839e-09 -7.148638863863413562e-10 1.174334581576570891e+00 7.273643046080349173e-01
-5.081381215611906504e-08 1.809509174508547633e-09 7.000009535502470515e-01 1.162097974090308128e+00
1.815851442213216762e-07 1.818194383360133337e-07 7.753864875634954856e-01 1.003827921341926999e+00
6.451878021175539751e-08 -2.238420891263993440e-08 7.000000154888905701e-01 1.170688998884014342e+00
1.207242005313563150e-07 -5.178922625335614460e-08 7.000000000433691527e-01 1.127598449865742758e+00
1.134923170342425310e-07 2.299795641275368456e-06 9.945589215353362045e-01 7.750084993734717154e-01
1.131139706860029214e-08 2.851714411119448715e-07 9.318539324643053678e-01 7.000002013612868224e-01
1.955088624234440883e-06 1.250210243754773435e-07 7.142511900224678412e-01 1.298802783360438529e+00
-1.897604689613504231e-08 -1.951659436881156040e-08 7.035890029297462434e-01 1.144709333820735253e+00
2.801347215213954061e-08 1.834599548149927616e-06 1.269957460272598038e+00 7.016513989452379807e-01
-5.773822391662498945e-09 1.559179755003838092e-07 7.000000166069907381e-01 1.216151434805341047e+00
2.313703673960740405e-06 9.069445777943951436e-08 7.010853595391096649e-01 1.298846698560824908e+00
1.827641344988237288e-07 1.865938562626816891e-07 9.885781429263132969e-01 8.153326303733524627e-01
1.797275068987637783e-07 1.696314568728721160e-07 1.050041677182849575e+00 1.027342848216025617e+00
2.632552681535718146e-07 2.117939321496216779e-06 7.521228688852515942e-01 7.638314526662702830e-01
1.885304672310494731e-07 1.769102013574424528e-07 7.044583484212695312e-01 1.239051420982476337e+00
-1.334098335630064363e-08 1.884168822895446470e-06 1.267813858206029209e+00 8.507207046097832182e-01
-1.765495186963915732e-08 -1.840925559126309174e-08 1.282138657142384064e+00 7.778407049787430250e-01
1.039266360457955754e-08 1.648336262191334838e-07 8.437970524244011727e-01 9.045699051610638364e-01
-5.706830667904460874e-09 -2.502197912725649763e-09 7.547929060260052392e-01 1.103484512855111177e+00
1.670914573753236744e-07 1.769838129598916682e-07 7.571640554097324172e-01 1.142723639503332222e+00
-1.829350955199495770e-08 -1.830605180637214142e-08 1.278154776099512224e+00 7.000056973188879539e-01
-1.465111665247478370e-08 -1.572369812371178119e-08 9.326163326042513635e-01 8.448243740322817219e-01
6.522495318957998105e-08 2.753668835832765547e-07 1.078270041859091366e+00 7.076592569055252246e-01
1.859916700980771073e-07 1.854876774541524039e-07 1.020992372146323213e+00 7.052420146593262329e-01
-7.521396361119012847e-09 -7.504308101309039298e-09 1.145350001770836457e+00 8.184316839419841783e-01
8.273497404718033504e-09 1.850995487812976696e-07 1.087545617579919410e+00 7.141940415653201812e-01
1.672032686061380322e-07 -6.780784795729512695e-09 7.346517304590207686e-01 1.142334965714558948e+00
5.556301879953467981e-08 2.614038561989173858e-06 7.359758670595331065e-01 8.170458805847399253e-01
4.886209009311385539e-08 4.110705610245170621e-07 1.296401364334874851e+00 7.558223715021646916e-01
1.668498427434682118e-07 -3.638560112875044239e-09 8.605295424959924500e-01 1.055594616039669642e+00
1.994799756825568031e-07 2.282735697105082378e-08 9.151654346690754060e-01 9.898885273427189269e-01
1.053445477596347436e-08 1.067872490513516787e-08 7.467293890425126257e-01 1.060223816014831844e+00
-5.108052856602903100e-10 -1.317323992404243409e-09 9.117883506107584690e-01 7.000231122959259533e-01
2.062712344583690568e-07 1.569221841217261714e-08 7.825906902082442329e-01 1.065398391968969127e+00
-3.409099958062844720e-09 -3.018020835477932120e-09 7.187023102971886734e-01 1.299997096163563626e+00
-1.287249049476841043e-08 -1.400703100687162352e-08 7.030043241747251370e-01 1.102108363148090797e+00
-3.155426813628366326e-09 -1.711298762266844558e-09 7.002672446845046306e-01 1.194176430510176967e+00
2.021950115147832730e-07 1.596004070436448752e-07 1.081682055339024284e+00 7.022051860509519461e-01
1.391509191944438159e-09 6.356222027280509675e-10 7.043134746670500768e-01 1.110797992409070956e+00
1.727542412424921262e-07 -2.966150331040250510e-09 1.151137205996022761e+00 8.079228139584810897e-01
-3.102217059863962496e-09 -3.039380900421974796e-09 1.106034669111418234e+00 7.056655813414588474e-01
-1.191658215438979631e-08 -1.090347628618349111e-08 1.077237852767400250e+00 7.862638725177694132e-01
1.204136152643466100e-07 2.312888878518190630e-06 7.007519100479364660e-01 8.358775126042480297e-01
2.033877342686058562e-07 7.858220605665170887e-08 9.960872772233018146e-01 7.000000629694650423e-01
2.202366254220690647e-08 -2.693265366987528397e-08 7.029249575998910426e-01 7.062248023093429250e-01
1.596444431884668580e-08 -1.424783933688007723e-08 8.232537672319285571e-01 1.138898178154225338e+00
1.922575871909377277e-07 1.921872583132361275e-07 1.063445231042007721e+00 7.208347242502354257e-01
-8.412085312935607794e-09 -8.583899395467603127e-09 1.148817322000097008e+00 7.122133066970471882e-01
7.780119113819308222e-08 -1.616149967670567121e-08 7.250399488010903504e-01 1.249422846052160363e+00
-1.366290844919806437e-08 -2.348075890522131742e-08 1.247075384786714647e+00 7.908043544837894956e-01
1.547994846401589844e-07 4.901562870468230490e-10 8.877086098291340210e-01 8.396390836627654064e-01
-1.539255428163176575e-08 -1.566935441160013610e-08 9.596288126413876629e-01 8.578358608231105853e-01
2.020126742769828500e-07 1.444148021803822434e-08 7.966009540393462762e-01 9.480065436287037350e-01
1.764889584038032834e-07 -3.157353427397648680e-09 7.000000000000585754e-01 1.170914491918341405e+00
2.201690250158788790e-07 1.083707402973669647e-08 7.000000267178285718e-01 1.065046085461925918e+00
1.567561083264315943e-07 -4.656963770202936332e-08 1.095939265740408342e+00 1.013220279377980759e+00
-1.088844188745992524e-08 -1.224432661469582497e-08 7.000904365087474712e-01 1.145355942990919917e+00
1.720176778956763472e-07 7.836825286609100489e-09 1.072544845249609580e+00 7.423063886716185777e-01
2.752208063841990150e-07 1.725848645704534921e-07 7.000006347249878580e-01 1.150841732878350232e+00
-1.600613045224740398e-08 -1.661548881052813367e-08 1.056048538723442176e+00 7.005131906598566216e-01
2.085967782887989940e-07 1.455849438215602591e-08 7.544497168145121169e-01 1.245438889246269110e+00
1.794331200864188289e-07 1.798283503006461519e-07 7.039990274106093793e-01 1.245257637303931464e+00
1.789563991216078545e-07 1.072250053970532028e-08 8.155458565057308595e-01 1.062955879247101221e+00
-1.562006730437560034e-08 -1.411092076377920126e-08 9.895915718839698449e-01 9.003951492423900582e-01
2.014802953582026177e-06 4.284979901437603046e-08 7.017966521615588427e-01 7.287927497104644825e-01
4.185046497944232693e-09 1.539089906336697902e-07 9.434674340151106842e-01 1.106354597652511984e+00
2.349648955920329667e-07 3.188985971250399926e-08 9.987197585904208363e-01 9.082655493582473261e-01
1.247364137944930308e-07 1.305574831664189826e-08 1.148895367796010980e+00 7.428315253677972851e-01
1.762803036079442940e-07 2.024117212631349640e-09 7.089823153002615674e-01 9.875523294555822451e-01
4.201928866513855908e-09 8.653544323450358201e-09 7.000810712700503702e-01 1.086855441051725712e+00
-3.527764860149894106e-08 1.698456323666151952e-07 8.742146582185358339e-01 1.083309275244522585e+00
9.267747786249620438e-10 9.263471397521892921e-10 7.599592428698690449e-01 9.941089861984684362e-01
-7.449637469805697375e-09 -6.785476097890237404e-09 7.137134149978178188e-01 1.058273101723227860e+00
2.343926396686854095e-06 3.984807668444975904e-09 7.023465913187533216e-01 1.292244958118738518e+00
1.566788527063639614e-10 4.354533831389515112e-09 1.098471304202746079e+00 7.098107593295339690e-01
1.842010240603987734e-07 -6.081099967371632044e-09 1.123177642622744443e+00 7.000009655751546767e-01
3.215880628029842899e-07 1.535618282094448777e-07 7.141535328214239087e-01 1.002734184526799854e+00
7.635192205914874348e-09 8.622346243314163550e-09 7.135905342683391828e-01 1.210777746639057018e+00
-4.465007658670560685e-09 -4.848408788639526531e-09 1.148882279504537474e+00 7.003660769727269031e-01
7.904055942084443867e-10 2.527317190203863916e-07 1.088653457223547338e+00 7.353603799185234324e-01
1.718209958077612396e-07 3.395905998510392554e-08 1.140311624035240223e+00 7.000097986065016986e-01
-1.181205203532164797e-08 -1.213651409403224629e-08 1.134101060042977949e+00 7.469680147875534804e-01
1.319415184676254593e-08 1.593950853796463307e-07 9.183189092147481247e-01 1.113754454335036836e+00
2.763613599150188763e-08 2.867690479223718000e-08 7.069168715744754694e-01 1.018566102800730455e+00
5.906577985002610692e-09 2.232878296655661926e-07 1.299999746427934921e+00 7.611054826614498392e-01
-1.435998326069340102e-10 -1.591132540693475509e-10 7.000092741218758574e-01 1.129923606512385881e+00
1.617216395648616403e-07 1.040017296570540386e-08 8.829705774690713715e-01 1.055432985052643602e+00
1.663308707750475219e-07 4.629141156757817240e-08 9.426119071857166354e-01 7.000022494913460402e-01
4.449746758137905087e-09 5.206859265719703672e-09 1.163754742130106656e+00 7.041824833102313663e-01
-5.777384803164520508e-09 -4.690288276485296893e-09 1.167874682424431487e+00 7.292223814549738670e-01
-2.085836462918122569e-08 -1.811508498468002383e-09 7.710976868023423636e-01 1.086217349408147959e+00
1.995715438555384073e-08 1.463392064865957622e-07 9.113640906550630749e-01 1.018374154063552917e+00
