# one_x_offsets_init	two_x_offsets_init	one_amplitudes_init	two_amplitudes_init
1.206568769874333367e-07 6.557094304892846481e-08 9.421938856599691992e-01 1.031684228221341426e+00
3.916304429556110126e-08 -5.983584916437269127e-09 7.795057900111166393e-01 1.282992438077364961e+00
2.185655906781923030e-07 2.182693538430755470e-07 1.157529832455874264e+00 8.863555077552138783e-01
3.315832389198397189e-08 1.173218674863065402e-07 1.300000000000000044e+00 7.683750474793596963e-01
2.161885824491459140e-08 1.110731650579353804e-07 1.300000000000000044e+00 7.183332613133233124e-01
1.418919772599607711e-07 4.107260885481782263e-08 7.307273814847502491e-01 1.300000000000000044e+00
2.209988250817006486e-07 2.486827246853756592e-07 1.190221164441659818e+00 7.343745461604312963e-01
4.973631685029190416e-08 4.616826289736917487e-08 1.147887564739614064e+00 7.100590743248265113e-01
1.948512696999098875e-07 -5.231444589459533687e-08 9.665542152778128226e-01 1.010583661125486143e+00
6.082911808295291388e-08 1.686280866395056009e-07 1.042677240382073434e+00 1.013617955873195253e+00
1.999445217835050966e-07 5.196153693701395539e-08 8.192119587072344000e-01 1.154872399188946464e+00
-1.455583824202590809e-08 -5.032441927337463517e-08 1.300000000000000044e+00 8.471437292485852755e-01
1.556166459873613795e-09 2.582168962883600405e-08 7.478962423528526804e-01 1.106762350356757407e+00
1.169779304819073131e-07 3.841876845095339307e-08 7.090527165845630364e-01 1.300000000000000044e+00
9.800398773918462395e-09 1.951668200693903672e-07 1.300000000000000044e+00 7.128641301986832213e-01
1.603029688087449331e-07 1.821296374076139169e-08 1.174536076511295990e+00 8.988097449054813781e-01
5.214406726932540678e-08 2.182091935735384533e-07 1.233521945525650976e+00 7.396450139177951355e-01
3.665558871483909780e-08 4.984670247156539089e-08 7.747179797873525731e-01 1.300000000000000044e+00
5.081588333317212044e-08 1.487151635371865226e-07 9.128327247207088657e-01 1.031022809039977561e+00
2.343875649004675716e-07 2.259205745227935973e-07 1.299323944067347636e+00 7.044140182051820132e-01
1.286706228814911540e-07 7.321980530229223890e-08 7.302433157107298678e-01 1.300000000000000044e+00
-1.387190248640723259e-08 -2.717865277664903861e-08 7.501837477005441901e-01 1.193508971043939937e+00
7.672254798246214944e-08 -7.357467264342925219e-08 1.107128813724832073e+00 9.004981413548837077e-01
7.804484776485178172e-08 9.612889889694951267e-08 8.728799734795866794e-01 1.038403510958423981e+00
1.971314948219995358e-07 4.664061280232671633e-08 7.107472232042739702e-01 1.149010772597848673e+00
2.189529511644901153e-07 2.276273809087156395e-07 8.369060160818243554e-01 1.064130625089346083e+00
5.610215487293407442e-08 1.578572457981266122e-07 9.141160233325474893e-01 1.041197840025443133e+00
1.591449445897592845e-07 2.141374805381912257e-06 1.300000000000000044e+00 7.231142839389308463e-01
4.540408729222860224e-08 2.025521192272079931e-07 1.130408977170434870e+00 7.377702602901202722e-01
5.324208305242368096e-08 1.743887478245202370e-07 1.103503287390053433e+00 1.025288334659373524e+00
5.497279696070695234e-08 5.649673113494875633e-08 1.115501868423951493e+00 8.230099481800912109e-01
9.271659609538426035e-08 2.190811260094731774e-06 1.300000000000000044e+00 7.031749354362847315e-01
8.108081272278001947e-08 1.022728081430578532e-07 7.983925900341785065e-01 1.083813050905322761e+00
2.533233060538811120e-07 2.618646655613280179e-07 1.010308789490008019e+00 9.820838806685558975e-01
2.913485707407463918e-08 5.561381876441228068e-08 7.472690408008089147e-01 1.231710784957377181e+00
3.513370921295554968e-08 4.269777776744162339e-08 1.151684599158974143e+00 7.401662705267498810e-01
2.344941369436245072e-07 2.300034426038988765e-07 8.294614467212694242e-01 1.262460273210035400e+00
8.440462094248680240e-08 1.035100585996811456e-07 9.014453278822653903e-01 1.042012942426628674e+00
7.478702165510887695e-09 1.867487980493137771e-08 1.290610526700676219e+00 7.896879417968257764e-01
-6.606076180207408449e-08 5.166492969749041227e-08 1.166900639452773447e+00 8.852623428486210422e-01
-3.426494744770534480e-09 -6.256820192782696925e-09 8.505243933989653504e-01 1.249953065443618616e+00
4.023386617851980878e-08 5.922799917120169286e-08 1.018656413160216490e+00 8.484713005893963489e-01
2.740115984831274063e-08 2.284688661866482060e-08 8.884311677744302083e-01 1.222468233774604895e+00
2.628683888822714763e-08 6.260684314065322123e-08 1.283660899078044260e+00 7.818772335876419399e-01
1.388580166989949511e-07 3.665284741968759842e-08 7.564468208418481110e-01 1.219434442168408683e+00
5.778364085029118607e-08 4.238677354908384528e-08 9.071056310151988100e-01 9.638917934739333893e-01
1.177580410770603357e-07 8.567396162932890398e-08 9.671038975000053606e-01 7.565039059148812584e-01
2.468527944952785748e-07 3.309431444900530230e-07 1.300000000000000044e+00 7.290043920915637576e-01
2.070408665078348427e-07 1.542135666203422551e-07 8.557260061364025949e-01 1.196517721930649758e+00
1.964554226774258394e-07 1.651728891887883316e-07 7.512340305889099179e-01 1.300000000000000044e+00
4.349523917277987843e-08 4.281888164244519466e-08 1.219425997504983261e+00 8.965843075769671655e-01
4.645005336453712884e-08 1.227296812546700331e-08 8.887469072916540647e-01 1.125328580331595552e+00
2.310339872362947119e-08 2.509097935285715332e-08 7.069957415998066041e-01 1.146468234049368373e+00
5.345866030622849634e-08 1.025178302931340261e-07 7.900932013107280216e-01 1.096716021025977206e+00
2.261261942430460308e-07 -1.167458080997362340e-08 9.427354603255160281e-01 1.014761453382823086e+00
4.365635465241267278e-08 7.876528551196436112e-08 1.300000000000000044e+00 7.210606630881645218e-01
3.423460535693901394e-08 2.866759580146194169e-08 1.274583621015595636e+00 8.012045764837074646e-01
2.207326711720925875e-06 9.901259082276747455e-08 7.488682366706971294e-01 1.300000000000000044e+00
3.582517737763961909e-08 1.603228246936490142e-07 9.053952455971113755e-01 1.136870318820032644e+00
5.127214530329949025e-08 6.599220763436114179e-08 8.432266174630744793e-01 1.151021719574563118e+00
1.936362715254887895e-07 1.854771329117499598e-07 8.279921761301251015e-01 1.018202644202125695e+00
2.245047936354859139e-07 2.550352107611665782e-10 8.247387140890166668e-01 1.185606687566576056e+00
-8.158316711313490884e-09 9.335644443101186311e-09 1.036328668230313665e+00 9.509884919214237620e-01
3.257197331814460563e-10 2.291227772141189356e-07 8.254843075017549436e-01 9.304776770148961429e-01
6.362727746542933497e-08 1.603044251091709635e-07 1.300000000000000044e+00 7.113350397174439399e-01
5.469011298315278763e-08 4.131217712805396430e-08 1.135576472267068038e+00 8.735402577994009210e-01
1.935265793011873049e-07 3.199673501086987800e-08 7.100979996756676682e-01 1.300000000000000044e+00
2.273700133347103081e-07 3.209111384652220517e-08 7.098876006467303990e-01 1.146919508785163133e+00
-5.380495019910647790e-08 1.671377514777468259e-07 8.213535720093521064e-01 1.300000000000000044e+00
-2.323194926517417211e-08 3.805279268038306281e-08 1.300000000000000044e+00 8.509242071763094550e-01
2.473231076084654972e-08 2.077150333832472482e-08 1.296213196486158958e+00 7.387196331445278208e-01
2.206402232884349203e-06 7.182281856705086079e-08 9.156355324212673841e-01 1.300000000000000044e+00
4.032538009153917567e-08 -4.766830439133794810e-08 1.200435385390830501e+00 9.115464270008624137e-01
4.187009223828031665e-07 4.874189771364377787e-08 7.060115582203485562e-01 1.284931821416310793e+00
1.756866294873770745e-07 7.864022441979598731e-08 8.023092737495312043e-01 1.008286645909930224e+00
5.770312299283383006e-08 3.254092599552779467e-08 7.208387918693668350e-01 1.276895027684300077e+00
8.257487603832353264e-09 1.735827135172966639e-08 9.401599306156825930e-01 1.087389756312135969e+00
3.512672602419100239e-08 3.332858079668290540e-08 1.136442923183474285e+00 9.273229076961555517e-01
6.923596270583453341e-08 7.014724106682317049e-08 9.909630410004267587e-01 8.214628015947764705e-01
4.318213624645347345e-08 3.419483451977307557e-08 1.281666540831255752e+00 7.538487983261169534e-01
9.217625037058122696e-08 3.370867880920140937e-07 1.166101229928884431e+00 7.175204915178958753e-01
1.132804877172652355e-07 9.783930979254346603e-08 1.116555348497968669e+00 7.381515205826898463e-01
6.247261854715027310e-08 4.423249350177992602e-08 7.667840708665158989e-01 1.226713691344849311e+00
2.740651437096734940e-08 5.072328831515686833e-08 1.300000000000000044e+00 8.243659192944550185e-01
2.451342533781139934e-08 8.640327779909740241e-09 9.705478764937158775e-01 1.071654467172488356e+00
1.943019005585501448e-07 2.318836576317368790e-07 1.272056065140208858e+00 8.253755136137939097e-01
-5.561117610588624936e-08 3.011252126105123569e-08 1.300000000000000044e+00 1.050103496619390064e+00
2.336981955533156105e-06 2.391295147551822646e-07 7.032510903772821731e-01 1.300000000000000044e+00
2.496686037666706431e-07 8.901715685669594451e-08 1.018691383139027851e+00 8.488984154741414656e-01
1.802027819417763505e-07 4.769188533561891929e-08 7.822863834181461584e-01 1.265947160663800419e+00
3.336245050534986099e-09 1.966536098483129130e-07 1.031523269860026737e+00 1.113060421539790124e+00
6.842095259727082921e-08 4.828731151376621031e-08 1.017880181331149103e+00 9.735182926105926393e-01
2.011911537841846020e-07 8.150985227799892556e-08 7.285975147928449580e-01 1.090793104601136987e+00
2.283050841675366559e-06 3.500124275324546365e-08 8.850559478905450916e-01 1.300000000000000044e+00
3.726539850545983489e-08 3.247954791549833735e-08 1.300000000000000044e+00 1.031143969955188311e+00
2.858219954962675363e-08 2.257426051697412287e-08 1.079110150495496523e+00 1.300000000000000044e+00
5.295854628689064039e-08 1.186366988606747787e-07 9.528129601638437585e-01 1.161264487990631755e+00
1.221747962544011791e-07 7.198813526796007310e-08 1.237504044146213289e+00 7.092779937996298578e-01
4.304075207843782686e-08 5.124551986027642977e-08 1.093052977598163444e+00 9.026622442521514689e-01
8.867415125980829399e-08 5.482681473884445188e-08 1.128102727083261980e+00 7.013882865238714182e-01
6.047260213962485853e-08 5.166998762885118772e-08 7.698100122227669040e-01 1.046985860444956895e+00
1.127003778487137926e-07 4.005097113365574391e-08 7.488782811575186438e-01 1.300000000000000044e+00
7.156327840067366884e-08 6.876861796618204007e-08 1.037233202120896980e+00 9.790106063989828522e-01
4.931453732897314076e-08 4.983027202606228814e-08 9.116089745415018042e-01 9.986316262619653328e-01
1.793260225295332623e-07 1.474837470775235070e-07 1.300000000000000044e+00 7.061882825394923957e-01
2.151680987528377182e-07 2.314568805432568568e-07 9.631091842387659030e-01 9.294653740398957087e-01
6.943980930408363734e-08 5.578876992886075699e-08 1.300000000000000044e+00 7.170265568092945019e-01
7.044853193638436550e-08 2.067767109946195241e-07 1.090075252869221911e+00 7.856450768531468842e-01
1.882295667706702794e-07 4.036667107385878924e-08 9.509838107934526219e-01 1.070322368882318909e+00
2.027471022134544180e-06 6.413100406041025244e-08 9.558040761052540857e-01 1.300000000000000044e+00
3.615887727783923779e-08 2.329654560195078918e-07 1.300000000000000044e+00 7.572491595983461554e-01
3.710044251303541201e-08 5.243904142880571173e-08 8.433170772861728892e-01 1.037494272528859618e+00
1.939381714734345712e-07 2.469415420488361692e-08 1.069041703044515179e+00 9.437240400325911382e-01
2.446451725071361153e-07 2.846018685438960489e-07 1.092312190331165445e+00 7.736140330793674913e-01
9.246500204515475246e-08 2.207792971158702504e-06 1.300000000000000044e+00 7.778703020429011961e-01
1.282919749097628540e-08 1.618399057955345333e-08 1.158650108204488882e+00 1.027098912100911754e+00
5.968214719714572257e-08 2.956154168332976767e-08 1.111422225828585519e+00 7.014949951958101559e-01
2.125170395518126951e-07 2.071650659339691665e-07 1.058623179285939520e+00 9.094017753401359982e-01
4.990453580432178390e-08 1.411252609274671743e-07 1.150980909304437860e+00 7.979210320212274388e-01
1.888670572985340240e-07 1.982940536552118765e-07 1.041726371669422946e+00 8.979194521732276613e-01
8.114908111615238093e-08 1.513594591766951455e-07 1.021928629510585385e+00 9.991609409850397139e-01
1.157446700738525405e-07 5.371899456495781790e-08 7.340370952503341151e-01 1.260034498034923178e+00
3.149424428014250445e-08 1.704712369639498586e-07 7.698581492677658566e-01 1.220524090836815567e+00
2.391517702720427719e-07 2.500405896137482682e-07 8.575136983803751667e-01 1.098988710624146048e+00
2.695741353283186151e-07 2.663719642258442885e-07 7.508383024185250054e-01 1.093159297332800151e+00
4.673139488030257159e-08 4.264142885008492136e-08 1.057935040625493262e+00 9.204510267219602193e-01
5.128885042639315836e-08 1.160526501610039445e-07 1.126934704865811820e+00 7.136130844500649939e-01
4.264092606613470533e-08 1.129099854353121437e-07 8.700028105436841130e-01 1.028915975664611127e+00
7.057572531046080686e-08 5.748539670181309451e-08 8.739557763099239374e-01 1.108349797794319969e+00
4.760517643513003480e-08 1.439739393701680686e-07 7.976304278451677998e-01 1.136665054910792616e+00
-6.804557506528155666e-09 -2.445610171043833616e-08 1.300000000000000044e+00 7.092275579056618318e-01
-4.993455739962749542e-08 1.034371318323260338e-07 1.189783330438551223e+00 9.757575567578282705e-01
3.410734809423000072e-08 2.317893813687323852e-07 1.126637931383331681e+00 7.753672555683668310e-01
-5.678216127097008181e-09 -3.401128032879825097e-09 9.442752742787366982e-01 1.208731400302743175e+00
2.179114121282606246e-07 1.545044716637859515e-07 1.229429131992150870e+00 9.917563483362688004e-01
9.184149754769400302e-08 4.496683639940607345e-08 7.053394884071355619e-01 1.300000000000000044e+00
4.601313955596232163e-08 4.488949832159426210e-08 7.866724738116305238e-01 1.259759536352169196e+00
2.368357428087093463e-07 2.397303376726659160e-07 8.096922237276191758e-01 1.158966016495650564e+00
2.248412017862013531e-07 2.073425942164095483e-07 1.250052002537094031e+00 8.333537719843558955e-01
6.330705525211320255e-08 1.272670360080058863e-07 9.397660713896893725e-01 1.030602062918157147e+00
2.389607351119983323e-08 1.980565015778589272e-08 1.300000000000000044e+00 7.041149019600481118e-01
2.485998697836689971e-07 4.213102576908208658e-08 7.396620814270005173e-01 1.207338741256785086e+00
5.665818950280175607e-08 4.690879621210227896e-08 1.093167619980890182e+00 7.867552127142859453e-01
8.642097562467841302e-09 1.416672055608783208e-07 1.006938139023530798e+00 9.611033962710634482e-01
1.793029022546232286e-07 -9.638297166789911505e-09 8.821136909990985320e-01 9.472672441528903198e-01
2.117926639189589794e-07 2.550954930953231396e-07 1.057086780239887114e+00 1.101256377227805228e+00
9.978390804598809131e-08 2.431047534060466243e-06 1.300000000000000044e+00 7.181597846550078490e-01
2.874924812289464830e-08 5.272032493977933827e-08 1.221353264968797925e+00 8.820033119577164182e-01
5.618567093560516921e-08 1.982198551806622156e-07 1.041641694536948437e+00 7.683041896104374491e-01
3.548701201102792155e-08 2.713383243427265256e-07 1.187817348595975764e+00 8.113863871655031534e-01
5.019000863913945444e-08 4.320861076775100890e-08 1.163841461563128732e+00 8.479654674930205971e-01
4.861196993253471497e-08 7.375018982342918900e-08 8.030723174634850636e-01 1.158587395137708365e+00
2.402316210953134727e-07 2.218080591305044510e-06 1.300000000000000044e+00 9.017043891284792778e-01
1.217147628020327456e-07 6.745479383260351042e-08 1.199209848958531222e+00 8.081076090648858790e-01
4.785634451533829179e-08 5.692890023195010035e-08 1.168247084448504447e+00 8.211080350087898161e-01
2.279103533915481704e-07 -1.924173134893072421e-09 1.127145731151282027e+00 8.985101910908873668e-01
-1.530741294888868728e-08 -8.388147535172911882e-09 7.587215865542217275e-01 1.228756075631802336e+00
1.873508157883578221e-07 1.904687312393579452e-07 8.119815646773029805e-01 1.132324905575419427e+00
1.899094937648540738e-08 2.252673531231559179e-06 1.300000000000000044e+00 7.163961740519445565e-01
1.758736135808187268e-07 4.994729342943544848e-08 1.155228798044100724e+00 1.051974506449454116e+00
5.130363085191275885e-08 6.447135506865261535e-08 1.018606850002834685e+00 8.089372626549884426e-01
-4.245371775486064500e-09 3.759108981255001180e-08 9.656460945367075777e-01 1.001398604427716332e+00
-6.752916013837381534e-09 -6.800813907442035830e-09 1.145479999819483119e+00 7.835122027219922902e-01
2.044349333171046208e-06 4.318301064425398115e-08 7.952438708547029389e-01 1.300000000000000044e+00
4.083923956819568918e-08 9.287663593147720001e-08 7.385081745091196526e-01 1.287648809884264445e+00
2.177540041652983938e-07 2.277357981342512318e-07 1.300000000000000044e+00 8.360267532707610361e-01
2.074425976639851377e-07 2.038637126847023841e-07 7.297783537559695555e-01 1.124767652037647281e+00
2.207822703056277442e-06 8.711053721579599617e-08 7.301284839136572558e-01 1.300000000000000044e+00
8.958831209169826629e-09 2.769035653350049183e-08 1.243419776822523248e+00 7.555709240002869143e-01
5.155856964291745918e-08 3.200919833454333466e-08 7.005520223209625863e-01 1.300000000000000044e+00
3.845345136293730106e-08 1.306844298705537306e-07 8.474208756593814007e-01 9.942886382072462226e-01
-2.698946049303600999e-08 -1.529990113770169912e-08 8.311397054397505757e-01 1.300000000000000044e+00
-1.920430805437587233e-08 2.154821947336885428e-07 9.269107709350146163e-01 1.094925545939881451e+00
2.199667644786845148e-07 2.312146607659616838e-07 1.258811468217420071e+00 7.607689472524788998e-01
8.703290310834791642e-08 5.988365021214569783e-08 1.297369108441400520e+00 7.374664736534310983e-01
7.446238306821000979e-08 4.530147525217558419e-08 7.096998805011689448e-01 1.269222542673591025e+00
2.172800197585852509e-07 9.581938000791218236e-08 7.228612002681306103e-01 1.112990397687416699e+00
2.594624276482443976e-08 3.795531401727667185e-08 7.260001394954258558e-01 1.190839301825035390e+00
3.173116935090544672e-08 4.432904598551922486e-08 7.378991942919578273e-01 1.255161816855480117e+00
-4.933273549337586072e-08 5.946034564617716120e-08 1.269566077011144101e+00 7.104190856549867927e-01
7.883856201697764525e-08 1.914790567582597468e-07 7.255989333016212850e-01 8.670391649540792889e-01
4.023840418195064692e-08 2.260184990741170137e-07 1.300000000000000044e+00 7.356162473273063496e-01
2.109074947001877049e-07 5.644093816349642604e-09 8.279016625445489996e-01 1.059572371665256307e+00
7.482150539859404879e-08 4.648778482851319033e-08 1.233757221392074888e+00 7.411944222495000512e-01
1.939559442242704505e-07 2.328049207551158966e-07 1.300000000000000044e+00 7.146591103951253077e-01
1.804757621341530958e-07 1.302240513252772897e-07 1.038603333817398555e+00 9.560013260596330609e-01
3.899049667115112810e-08 1.965261743838621678e-07 9.799776059517359972e-01 8.880549126165671048e-01
1.561993184297860759e-07 5.497967220880564670e-08 7.133516612862239592e-01 1.300000000000000044e+00
1.749771433750794851e-07 5.787444040980902605e-08 7.056377550202194149e-01 1.300000000000000044e+00
7.323022406776442899e-08 6.508912820628878210e-08 7.284198546471621905e-01 1.041692101451995756e+00
8.468032459023498942e-08 9.619217328828693328e-08 1.128059458937456627e+00 7.148528281428312425e-01
1.731052255515559686e-07 7.520369507796722055e-08 8.778978944905488913e-01 1.113794744861766883e+00
5.321221444256514845e-08 3.824569994472954590e-08 1.238559057757427251e+00 7.385725127513989019e-01
1.627294316465899085e-07 4.238298146838085115e-08 1.046089635674665175e+00 1.018698567377292363e+00
2.214265850055590159e-07 4.556218799742973311e-08 8.223142890939372229e-01 1.181496627499509566e+00
2.784752343756236019e-08 3.374589427721048685e-08 8.276614595494684590e-01 1.112592847951428210e+00
6.007552031404202521e-08 4.833628769253427566e-08 1.185801350144939370e+00 7.926870310080572635e-01
1.280746761063322840e-08 2.021979191868969917e-10 7.612848970303115470e-01 1.248305058644717969e+00
9.553294480033880803e-08 9.665068674796905150e-08 1.237636235069162982e+00 7.343374966791886838e-01
-1.744367507647122919e-08 2.043290569734933193e-07 9.284961548917722851e-01 1.054607468982144747e+00
4.376560122310726548e-08 7.970973485418277054e-08 1.217156352570061495e+00 8.834981107829141811e-01
8.820465062020947737e-08 8.313513297901274936e-08 7.088998166829587610e-01 1.300000000000000044e+00
3.808452161818144932e-08 1.826973219078308392e-07 1.300000000000000044e+00 7.954783167218022477e-01
9.993522104684765407e-08 1.419471523392021946e-07 7.095020309979951367e-01 1.235167069866845546e+00
1.973539113269837182e-08 4.501101403154507828e-08 1.300000000000000044e+00 7.765955316649475471e-01
1.047241287071465079e-07 6.580701042618864896e-08 7.505578063847289094e-01 1.151900970894607523e+00
-3.763837715520392514e-08 6.827881795677999865e-08 1.136422818322721628e+00 8.355381096922230855e-01
1.440824954264828111e-07 1.877290998604494874e-07 7.977398617329487518e-01 1.114964681295683491e+00
2.384443303361032494e-07 2.644311301157336211e-07 1.253768121183651552e+00 7.199865002663200508e-01
5.066632021318141889e-08 1.598549162223385360e-07 9.365131199765538428e-01 9.846229563145485475e-01
7.168815428889054184e-08 2.038945135167454613e-06 1.300000000000000044e+00 1.124834891286647265e+00
8.688449349602810614e-08 5.543638155103090453e-08 7.222353604525977300e-01 1.287390048700428613e+00
3.062712346562440353e-08 1.280544881250532310e-07 1.115360553892534412e+00 7.987180323895216594e-01
2.375611388753174055e-07 2.309770154451078388e-07 9.790407497519694191e-01 8.662405164286578474e-01
3.296487006654624614e-08 5.681913284564323402e-08 7.140457827449817607e-01 1.295489363662869486e+00
2.798891574732922187e-07 4.333983675818541510e-08 7.120187759277507578e-01 1.300000000000000044e+00
1.615887918001183746e-07 5.441512250109743265e-08 8.636557315455535289e-01 1.122264365091306892e+00
4.242928070962423064e-08 9.229580440961791875e-08 9.097134790930637704e-01 1.149492420990283259e+00
1.553322801323022723e-07 5.474375767107952999e-08 1.300000000000000044e+00 8.249513627400069105e-01
1.686579742599835139e-09 6.128762277266231419e-10 9.661498356976305768e-01 9.542363378672389373e-01
2.167160660478276039e-07 2.174417827378409233e-07 1.202640408275787554e+00 8.285902142856791386e-01
1.590027637355347430e-07 -6.894846520140628557e-08 1.300000000000000044e+00 7.636594399556501100e-01
2.273179885368801411e-06 9.122143195874695316e-08 8.264542475177846237e-01 1.300000000000000044e+00
8.468862315388552508e-09 -2.723007173353152406e-08 7.036230847512381370e-01 1.300000000000000044e+00
1.470338346639884904e-08 -5.537362440507345880e-08 1.282604139768082518e+00 7.298398064092558313e-01
-3.208606356716738898e-08 1.651155980896436990e-07 8.453136779841998738e-01 1.164137690683163529e+00
6.015511476366824411e-08 1.016471135479927528e-07 8.568650985689284516e-01 9.633717790199469722e-01
1.867472143853799335e-07 8.060190122827307071e-08 9.268272485164726904e-01 1.166765376698290391e+00
2.653140449267199971e-08 2.017752210543315780e-07 1.001243798981492628e+00 8.735965234643545685e-01
9.090598170070728177e-08 8.037378844315493335e-08 1.151553697481669136e+00 7.280649929552160948e-01
7.092727847429367655e-08 2.335448722972997468e-08 1.147983587315052123e+00 8.174793887972174877e-01
-1.483924628366767167e-08 -1.205065432859552177e-08 1.011324593400246608e+00 9.974241225487362472e-01
4.198897689154109280e-08 5.876754695944677406e-08 7.006376348735463555e-01 1.209778771237989714e+00
2.469705070661300659e-07 -7.496637792251234648e-09 9.059789932211493868e-01 9.934264357864519557e-01
3.456707471581028364e-08 -1.296060958303588951e-09 8.754679915963881065e-01 1.300000000000000044e+00
1.500040147809975131e-07 4.116608819900863180e-08 9.245033922545581317e-01 7.956508784281791646e-01
4.975063924140057899e-08 2.454257053820558309e-07 1.271853233152533180e+00 7.750325653566427775e-01
2.297661609806621014e-08 6.383055405674208306e-08 1.283868824214715598e+00 7.233550177991370234e-01
2.698261484829553475e-07 2.420390168454405711e-07 1.102712812464546666e+00 9.252254405591789910e-01
2.494410306127864817e-07 2.035028064304346188e-08 8.339497265224122824e-01 1.220855073955302794e+00
4.410158475458466105e-08 4.090621011053285300e-08 7.483067693905773865e-01 1.203760083211392384e+00
2.206418803166390867e-07 1.858807204512459885e-07 9.390942468661914733e-01 1.050602136185270652e+00
-4.720176992617648702e-08 1.731234131537627351e-07 7.104495341979649714e-01 1.239977724729288466e+00
4.641300535086582746e-08 4.241423927406272321e-08 7.440815584227983281e-01 1.300000000000000044e+00
3.613435353265111803e-08 2.210678256672514693e-06 1.300000000000000044e+00 7.078552173200332032e-01
2.613103966224643520e-07 2.636173434574890833e-07 9.791262779876466205e-01 9.712444292196303897e-01
2.804575288313956181e-08 1.336251815065170223e-07 7.729703605473572381e-01 1.228540181178811475e+00
2.164941691213925637e-07 2.241869252639114453e-07 1.198458636325788529e+00 7.718631832011042526e-01
2.973449661013515908e-08 2.964694817596616878e-08 7.037340421859582529e-01 1.300000000000000044e+00
5.105189058503670077e-08 4.645852433599209575e-09 7.569073578726213114e-01 1.223558893102300260e+00
3.073809196285003944e-07 2.432278962868286816e-07 7.094737016303749311e-01 1.169882805097238965e+00
6.955313926728875282e-08 1.962243421641565143e-07 1.300000000000000044e+00 7.025278041000004858e-01
-3.628120869283720926e-08 -8.709582969353174355e-09 9.608492188637566267e-01 1.075044069314574857e+00
1.685582589533680895e-07 1.973336704724558199e-07 8.829154118094445503e-01 1.019916820373822697e+00
1.691513413076546980e-07 5.528047585878032666e-08 7.876210118505236890e-01 1.081557909939723894e+00
2.052265225583173617e-08 2.735265701629406179e-08 1.106891655258913643e+00 7.307692950392572495e-01
1.327199179344206779e-08 2.824518252619237572e-09 7.162216195088516590e-01 1.300000000000000044e+00
4.246745775117128629e-08 3.333783030359009056e-08 9.964565751466218924e-01 9.971554156130677526e-01
6.413338425692555331e-08 4.059575093780573075e-08 8.571252070838448756e-01 1.068392428134860461e+00
5.035677369931358687e-08 6.762610867930338465e-08 8.016080097721346442e-01 1.188476498625906652e+00
6.817205488117720991e-08 7.062531489474386434e-08 1.121035636699408755e+00 7.536599823268229636e-01
-4.633841673063862421e-08 1.587744004208582043e-07 7.687053852767485873e-01 1.231217181111976977e+00
9.077666894387539496e-08 4.823457789131685771e-08 7.041918652728896832e-01 1.248744123561664754e+00
9.026616279253044132e-08 7.291543459107947021e-08 9.016386795478407157e-01 9.587904986417993269e-01
-6.331060467300495573e-08 6.561117401990113197e-08 1.300000000000000044e+00 8.449849477403047482e-01
2.265333425434260153e-08 3.766186664149798755e-08 8.378872201977700662e-01 1.149481495069238024e+00
2.417482077629143286e-07 2.626684032150469872e-07 1.115062951123502621e+00 8.662970271269136990e-01
6.193969497215668813e-09 1.461450553533367801e-07 9.369971838384978380e-01 9.287412925507713135e-01
1.533563000917052561e-07 2.239117349512838448e-07 1.300000000000000044e+00 7.309580424852596403e-01
2.210909385106289859e-07 4.777632051143763318e-08 7.496664599826264874e-01 1.186530482233863149e+00
2.401991337388617826e-07 1.317944477009510270e-07 1.247296953009227938e+00 9.184810548786740414e-01
2.104904523285254602e-07 1.145051744028732495e-08 9.330464734325774057e-01 1.184649601168539457e+00
1.529690067010750555e-07 1.897184446908045240e-07 1.300000000000000044e+00 1.139228656114942284e+00
6.067120279599062868e-08 1.726059854831916412e-07 1.300000000000000044e+00 7.287844203093558626e-01
9.918944093295181065e-08 2.203104055713892623e-06 1.300000000000000044e+00 7.523709065223499470e-01
-1.104770705502016657e-08 -2.285147488979409815e-08 1.269858956711586329e+00 8.935733474580468405e-01
-1.176519166547385151e-09 1.788301233796343338e-07 1.250985874805321307e+00 9.698076583961960928e-01
9.120017853329371034e-08 7.669615751380170333e-08 8.532295854118213674e-01 9.398663017965600552e-01
4.805894920680768066e-08 4.706542399779154133e-08 7.851788174866560777e-01 1.300000000000000044e+00
1.467250147594124014e-07 -2.296730226393416283e-08 1.111523543061205377e+00 1.005724766576296947e+00
4.987994469226880724e-08 1.764183483399938141e-07 1.030449725596085830e+00 8.098323904373844195e-01
5.586802149602529753e-08 4.335124765374146288e-08 8.020950736510534806e-01 1.215219310092507721e+00
4.946015508191048214e-08 1.243946065378140374e-07 9.189153181857285801e-01 1.021568856518389579e+00
1.606839814376718983e-08 -3.861825212527452817e-08 1.300000000000000044e+00 9.457618870724173732e-01
3.848768319453748968e-08 1.566774542149744472e-07 8.574466204485404752e-01 1.066171099111216547e+00
5.386562122628453655e-09 -4.675947518887698299e-08 1.144321954641717598e+00 9.145694709845737513e-01
9.689044830937927360e-09 -2.937134138190607764e-09 7.507115682631055886e-01 1.249513674680098108e+00
4.558089231553703939e-08 4.845653633504407359e-08 1.156811693397168384e+00 8.597528002739389663e-01
7.532348906866896692e-08 1.530472916809764301e-07 1.233800774069580219e+00 7.914067222937700707e-01
